ref_num,name,link,posted_on
QDi.067,MOSTAFA KAMEL MOSTAFA IBRAHIM,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mostafa-kamel-mostafa-ibrahim,19-Nov-10
QDi.068,ADEL BEN AL-AZHAR BEN YOUSSEF HAMDI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/adel-ben-al-azhar-ben-youssef-hamdi,4-Jan-11
QDi.070,YASSINE CHEKKOURI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yassine-chekkouri,4-Jan-11
QDi.072,MEHDI BEN MOHAMED BEN MOHAMED KAMMOUN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mehdi-ben-mohamed-ben-mohamed-kammoun,4-Jan-11
QDi.074,TAREK BEN HABIB BEN AL-TOUMI AL-MAAROUFI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tarek-ben-habib-ben-al-toumi-al-maaroufi,4-Jan-11
QDi.075,ABDELHALIM HAFED ABDELFATTAH REMADNA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdelhalim-hafed-abdelfattah-remadna,24-Nov-09
QDi.076,ISAM ALI MOHAMED ALOUCHE,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/isam-ali-mohamed-alouche,4-Jan-11
QDi.080,SAID BAHAJI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/said-bahaji,16-Sep-09
QDi.081,RAMZI MOHAMED ABDULLAH BINALSHIBH,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ramzi-mohamed-abdullah-binalshibh,16-Sep-09
QDi.082,MOUNIR EL MOTASSADEQ,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mounir-el-motassadeq,26-Aug-09
QDi.083,ZAKARYA ESSABAR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zakarya-essabar,26-Aug-09
QDi.086,MOHAMAD IQBAL ABDURRAHMAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohamad-iqbal-abdurrahman,30-Oct-09
QDi.087,NURJAMAN RIDUAN ISAMUDDIN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/nurjaman-riduan-isamuddin,28-Mar-11
QDi.092,MEHREZ BEN MAHMOUD BEN SASSI AL-AMDOUNI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mehrez-ben-mahmoud-ben-sassi-al-amdouni,25-Jan-10
QDi.095,LIONEL DUMONT,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/lionel-dumont,28-Mar-11
QDi.096,MOUSSA BEN OMAR BEN ALI ESSAADI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/moussa-ben-omar-ben-ali-essaadi,28-Mar-11
QDi.111,AGUS DWIKARNA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/agus-dwikarna,23-Feb-10
QDi.114,SALIM Y SALAMUDDIN JULKIPLI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-y-salamuddin-julkipli,28-Mar-11
QDi.119,ARIS MUNANDAR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aris-munandar,23-Jul-09
QDi.120,ABDUL HAKIM MURAD,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-hakim-murad,28-Mar-11
QDi.122,PARLINDUNGAN SIREGAR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/parlindungan-siregar,23-Feb-10
QDi.123,YASSIN SYAWAL,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yassin-syawal,23-Feb-10
QDi.124,YAZID SUFAAT,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yazid-sufaat,21-May-09
QDi.126,YUNOS UMPARA MOKLIS,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yunos-umpara-moklis,23-Feb-10
QDi.129,DJAMEL MOUSTFA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/djamel-moustfa,14-Dec-09
QDi.135,DAWOOD IBRAHIM KASKAR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/dawood-ibrahim-kaskar,7-Oct-11
QDi.136,MOKHTAR BELMOKHTAR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mokhtar-belmokhtar,8-Jul-09
QDi.139,IMED BEN MEKKI ZARKAOUI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/imed-ben-mekki-zarkaoui,28-Mar-11
QDi.140,KAMAL BEN MAOELDI BEN HASSAN AL-HAMRAOUI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/kamal-ben-maoeldi-ben-hassan-al-hamraoui,8-Apr-11
QDi.141,MAXAMED CABDULLAAH CIISE,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/maxamed-cabdullaah-ciise,7-Sep-10
QDi.142,RADI ABD EL SAMIE ABOU EL YAZID EL AYASHI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/radi-abd-el-samie-abou-el-yazid-el-ayashi,7-Sep-10
QDi.143,HAMADI BEN ABDUL AZIZ BEN ALI BOUYEHIA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hamadi-ben-abdul-aziz-ben-ali-bouyehia,8-Apr-11
QDi.144,MOHAMMAD TAHIR HAMMID HUSSEIN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammad-tahir-hammid,8-Apr-11
QDi.147,MOHAMED AMIN MOSTAFA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohamed-amin-mostafa,28-Feb-11
QDi.149,NOUREDDINE BEN ALI BEN BELKASSEM AL-DRISSI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/noureddine-ben-ali-ben-belkassem-al-drissi,27-Jan-10
QDi.150,AL-AZHAR BEN KHALIFA BEN AHMED ROUINE,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/al-azhar-ben-khalifa-ben-ahmed-rouine,8-Apr-11
QDi.152,SAIFI AMMARI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/saifi-ammari,7-Sep-10
QDi.154,SULAIMAN JASSEM SULAIMAN ALI ABO GHAITH,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/sulaiman-jassem-sulaiman-ali-abo-ghaith,16-Sep-09
QDi.155,DJAMEL LOUNICI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/djamel-lounici,26-Aug-09
QDi.156,ABD-AL-MAJID AZIZ AL-ZINDANI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-al-majid-aziz-al-zindani,23-Jul-09
QDi.167,KAMEL DJERMANE,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/kamel-djermane,16-Sep-09
QDi.177,HABIB BEN AHMED AL-LOUBIRI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/habib-ben-ahmed-al-loubiri,23-Feb-10
QDi.184,MUHSIN FADHIL AYED ASHOUR AL-FADHLI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhsin-fadhil-ayed-ashour-al-fadhli,24-Jan-11
QDi.186,ABU RUSDAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-rusdan,30-Oct-09
QDi.187,ARIS SUMARSONO,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zulkarnaen,26-Aug-09
QDi.188,FAYCAL BOUGHANEMI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/faycal-boughanemi,7-May-09
QDi.190,ABDELKADER LAAGOUB,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdelkader-laagoub,7-May-09
QDi.192,ABD ALLAH MOHAMED RAGAB ABDEL RAHMAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-allah-mohamed-ragab-abdel-rahman,8-Apr-11
QDi.193,ZAKI EZAT ZAKI AHMED,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zaki-ezat-zaki-ahmed,8-Apr-11
QDi.196,ALI SAYYID MUHAMED MUSTAFA BAKRI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ali-sayyid-muhamed-mustafa-bakri,8-Apr-11
QDi.198,HANI AL-SAYYID AL-SEBAI YUSIF,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hani-al-sayyid-al-sebai-yusif,7-Sep-10
QDi.203,FARHAD KANABI AHMAD,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/farhad-kanabi-ahmad,16-Sep-09
QDi.204,ISNILON TOTONI HAPILON,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/isnilon-totoni-hapilon,26-Aug-09
QDi.208,RADULAN SAHIRON,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/radulan-sahiron,26-Aug-09
QDi.216,ABDULLAH ANSHORI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdullah-anshori,7-Sep-10
QDi.217,ABU BAKAR BA'ASYIR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-bakar-ba%27asyir,8-Apr-11
QDi.218,GUN GUN RUSMAN GUNAWAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/gun-gun-rusman-gunawan,8-Apr-11
QDi.219,TAUFIK RIFKI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/taufik-rifki,8-Apr-11
QDi.222,NESSIM BEN ROMDHANE SAHRAOUI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/nessim-ben-romdhane-sahraoui,14-Sep-09
QDi.223,MERAI ABDEFATTAH KHALIL ZOGHBI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/merai-abdefattah-khalil-zoghbi,7-May-09
QDi.226,NAJMUDDIN FARAJ AHMAD,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/najmuddin-faraj-ahmad,8-Apr-11
QDi.228,MOHAMMED AL GHABRA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-al-ghabra,30-Oct-09
QDi.229,ALY SOLIMAN MASSOUD ABDUL SAYED,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aly-soliman-massoud-abdul-sayed,6-Apr-09
QDi.231,SALEM NOR ELDIN AMOHAMED AL-DABSKI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salem-nor-eldin-amohamed-al-dabski,6-Apr-09
QDi.232,ABDELMALEK DROUKDEL,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdelmalek-droukdel,15-Jun-09
QDi.236,HAMID ABDALLAH AHMAD AL-ALI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hamid-abdallah-ahmad-al-ali,6-Apr-09
QDi.237,JABER ABDALLAH JABER AHMAD AL-JALAHMAH,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/jaber-abdallah-jaber-ahmad-al-jalahmah,3-Jan-14
QDi.238,MUBARAK MUSHAKHAS SANAD MUBARAK AL-BATHALI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mubarak-mushakhas-sanad-mubarak-al-bathali,6-Apr-09
QDi.241,ANGELO RAMIREZ TRINIDAD,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/angelo-ramirez-trinidad,7-May-09
QDi.242,DINNO AMOR ROSALEJOS PAREJA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/dinno-amor-rosalejos-pareja,7-May-09
QDi.243,FELICIANO SEMBORIO DELOS REYES JR.,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/feliciano-semborio-delos-reyes-jr.,7-May-09
QDi.244,HILARION DEL ROSARIO SANTOS III,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hilarion-del-rosario-santos,7-May-09
QDi.245,PIO ABOGNE DE VERA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/pio-abogne-de-vera,7-May-09
QDi.246,REDENDO CAIN DELLOSA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/redendo-cain-dellosa,7-May-09
QDi.247,"RUBEN PESTANO LAVILLA, JR.",https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ruben-pestano-lavilla%2C-jr.,7-May-09
QDi.248,RICARDO PEREZ AYERAS,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ricardo-perez-ayeras,7-May-09
QDi.249,YAHIA DJOUADI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yahia-djouadi,28-Jan-09
QDi.250,AMOR MOHAMED GHEDEIR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/amor-mohamed-ghedeir,28-Jan-09
QDi.251,SALAH EDDINE GASMI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salah-eddine-gasmi,28-Jan-09
QDi.252,AHMED DEGHDEGH,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ahmed-deghdegh,28-Jan-09
QDi.261,ADEM YILMAZ,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/adem-yilmaz,9-Mar-09
QDi.262,REDOUANE EL HABHAB,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/redouane-el-habhab,9-Mar-09
QDi.263,HAFIZ MUHAMMAD SAEED,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hafiz-muhammad-saeed,9-Mar-09
QDi.264,ZAKI-UR-REHMAN LAKHVI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zaki-ur-rehman-lakhvi,9-Mar-09
QDi.265,HAJI MUHAMMAD ASHRAF,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/haji-muhammad-ashraf,9-Mar-09
QDi.266,MAHMOUD MOHAMMAD AHMED BAHAZIQ,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mahmoud-mohammad-ahmed-bahaziq,9-Mar-09
QDi.268,ABDUL HAQ,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-haq,13-Aug-09
QDi.271,ARIF QASMANI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/arif-qasmani,14-Sep-09
QDi.272,MOHAMMED YAHYA MUJAHID,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-yahya-mujahid,14-Sep-09
QDi.273,FAZEEL-A-TUL SHAYKH ABU MOHAMMED AMEEN AL-PESHAWARI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fazeel-a-tul-shaykh-abu-mohammed-ameen-al,14-Sep-09
QDi.276,AKRAM TURKI HISHAN AL-MAZIDIH,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/akram-turki-hishan-al-mazidih,11-Mar-10
QDi.277,GHAZY FEZZA HISHAN AL-MAZIDIH,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ghazy-fezza-hishan-al-mazidih,11-Mar-10
QDi.278,MUTHANNA HARITH AL-DARI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muthanna-harith-al-dari,25-Mar-10
QDi.279,MOHAMED BELKALEM,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohamed-belkalem,22-Apr-10
QDi.280,TAYEB NAIL,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tayeb-nail,22-Apr-10
QDi.282,QASIM YAHYA MAHDI AL-RIMI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/qasim-yahya-mahdi-al-rimi,11-May-10
QDi.283,ANWAR NASSER ABDULLA AL-AULAQI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/anwar-nasser-abdulla-al-aulaqi,20-Jul-10
QDi.289,SAID JAN ‘ABD AL-SALAM,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/said-jan-%E2%80%98abd-al-salam,9-Feb-11
QDi.290,DOKU KHAMATOVICH UMAROV,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/doku-khamatovich-umarov,10-Mar-11
QDi.291,IBRAHIM HASSAN TALI AL-ASIRI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-hassan-tali-al-asiri,24-Mar-11
QDi.292,OTHMAN AHMED OTHMAN AL-GHAMDI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/othman-ahmed-othman-al-ghamdi,16-Jun-11
QDi.293,ABDUL RAHIM BA’ASYIR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-rahim-ba%E2%80%99asyir,19-Jul-11
QDi.294,UMAR PATEK,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/umar-patek,19-Jul-11
QDi.295,MUHAMMAD JIBRIL ABDUL RAHMAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-jibril-abdul-rahman,12-Aug-11
QDi.296,MATI UR-REHMAN ALI MUHAMMAD,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mati-ur-rehman-ali-muhammad,22-Aug-11
QDi.298,ABD AL-RAHMAN OULD MUHAMMAD AL-HUSAYN OULD MUHAMMAD SALIM,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-al-rahman-ould-muhammad-al-husayn-ould,15-Sep-11
QDi.299,IBRAHIM AWWAD IBRAHIM ALI AL-BADRI AL-SAMARRAI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-awwad-ibrahim-ali-al-badri-al-samarrai,5-Oct-11
QDi.300,MONIR CHOUKA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/monir-chouka,25-Jan-12
QDi.301,YASSIN CHOUKA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yassin-chouka,25-Jan-12
QDi.303,FAZAL RAHIM,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fazal-rahim,6-Mar-12
QDi.304,MOCHAMMAD ACHWAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mochammad-achwan,12-Mar-12
QDi.305,ABDUL ROSYID RIDHO BA’ASYIR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-rosyid-ridho-ba%E2%80%99asyir,12-Mar-12
QDi.306,MUSTAFA HAJJI MUHAMMAD KHAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mustafa-hajji-muhammad-khan,14-Mar-11
QDi.307,HAFIZ ABDUL SALAM BHUTTAVI,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hafiz-abdul-salam-bhuttavi,14-Mar-12
QDi.308,ZAFAR IQBAL,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zafar-iqbal,14-Mar-12
QDi.309,ABDUR REHMAN,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdur-rehman,14-Mar-11
QDi.311,AYYUB BASHIR,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ayyub-bashir,18-Oct-12
QDi.312,AAMIR ALI CHAUDHRY,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aamir-ali-chaudhry,18-Oct-12
QDi.313,DJAMEL AKKACHA,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/djamel-akkacha,5-Feb-13
