"ref_num","name","link","posted_on"
"QDe.001","ABU SAYYAF GROUP","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/abu-sayyaf-group","07 April 2011"
"QDe.002","AL-ITIHAAD AL-ISLAMIYA / AIAI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-itihaad-al-islamiya/aiai","07 April 2011"
"QDe.003","EGYPTIAN ISLAMIC JIHAD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/egyptian-islamic-jihad","07 September 2010"
"QDe.004","Al-QAIDA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-qaida","07 October 2011"
"QDe.005","AL RASHID TRUST","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-rashid-trust","07 September 2010"
"QDe.006","ARMED ISLAMIC GROUP","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/armed-islamic-group","07 April 2011"
"QDe.007","ASBAT AL-ANSAR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/asbat-al-ansar","07 April 2011"
"QDe.008","HARAKAT UL-MUJAHIDIN / HUM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/harakat-ul-mujahidin/hum","07 October 2011"
"QDe.009","ISLAMIC ARMY OF ADEN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/islamic-army-of-aden","07 September 2010"
"QDe.010","ISLAMIC MOVEMENT OF UZBEKISTAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/islamic-movement-of-uzbekistan","07 April 2011"
"QDe.011","LIBYAN ISLAMIC FIGHTING GROUP","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/libyan-islamic-fighting-group","23 August 2010"
"QDe.012","MAKHTAB AL-KHIDAMAT","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/makhtab-al-khidamat","07 September 2010"
"QDe.014","THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/the-organization-of-al-qaida-in-the-islamic","28 March 2011"
"QDe.015","WAFA HUMANITARIAN ORGANIZATION","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/wafa-humanitarian-organization","07 April 2011"
"QDe.019","JAISH-I-MOHAMMED","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jaish-i-mohammed","07 October 2011"
"QDe.020","JAM’YAH TA’AWUN AL-ISLAMIA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jam%E2%80%99yah-ta%E2%80%99awun-al-islamia","07 April 2011"
"QDe.021","RABITA TRUST","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/rabita-trust","07 April 2011"
"QDe.068","UMMAH TAMEER E-NAU (UTN)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ummah-tameer-e-nau-%28utn%29","07 April 2011"
"QDe.069","AFGHAN SUPPORT COMMITTEE (ASC)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/afghan-support-committee-%28asc%29","07 April 2011"
"QDe.070","REVIVAL OF ISLAMIC HERITAGE SOCIETY","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/revival-of-islamic-heritage-society","07 April 2011"
"QDe.088","EASTERN TURKISTAN ISLAMIC MOVEMENT","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/eastern-turkistan-islamic-movement","07 April 2011"
"QDe.089","MOROCCAN ISLAMIC COMBATANT GROUP","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/moroccan-islamic-combatant-group","14 December 2009"
"QDe.090","TUNISIAN COMBATANT GROUP","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/tunisian-combatant-group","07 April 2011"
"QDe.091","GLOBAL RELIEF FOUNDATION (GRF)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/global-relief-foundation-%28grf%29","07 September 2010"
"QDe.092","JEMAAH ISLAMIYAH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jemaah-islamiyah","28 March 2011"
"QDe.093","BENEVOLENCE INTERNATIONAL FOUNDATION","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/benevolence-international-foundation","19 November 2010"
"QDe.096","LASHKAR I JHANGVI (LJ)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/lashkar-i-jhangvi-%28lj%29","07 October 2011"
"QDe.098","ANSAR AL-ISLAM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ansar-al-islam","19 November 2010"
"QDe.099","ISLAMIC INTERNATIONAL BRIGADE (IIB)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/islamic-international-brigade-%28iib%29","07 September 2010"
"QDe.100","RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS (RSRSBCM)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/riyadus-salikhin-reconnaissance-and-sabotage","07 September 2010"
"QDe.101","SPECIAL PURPOSE ISLAMIC REGIMENT (SPIR)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/special-purpose-islamic-regiment-%28spir%29","07 September 2010"
"QDe.104","AL-HARAMAIN FOUNDATION (PAKISTAN)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain-foundation-%28pakistan%29","30 October 2009"
"QDe.105","AL-HARAMAYN FOUNDATION (KENYA)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramayn-foundation-%28kenya%29","30 October 2009"
"QDe.106","AL-HARAMAYN FOUNDATION (TANZANIA)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramayn-foundation-%28tanzania%29","30 October 2009"
"QDe.107","AL FURQAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-furqan","19 November 2010"
"QDe.108","TAIBAH INTERNATIONAL-BOSNIA OFFICES","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/taibah-international-bosnia-offices","07 April 2011"
"QDe.109","AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain-%26-al-masjed-al-aqsa-charity-foundation","30 October 2009"
"QDe.110","AL-HARAMAIN: AFGHANISTAN BRANCH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain%3A-afghanistan-branch","30 October 2009"
"QDe.111","AL HARAMAIN: ALBANIA BRANCH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain%3A-albania-branch","30 October 2009"
"QDe.112","AL-HARAMAIN: BANGLADESH BRANCH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain%3A-bangladesh-branch","30 October 2009"
"QDe.113","AL-HARAMAIN: ETHIOPIA BRANCH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain%3A-ethiopia-branch","30 October 2009"
"QDe.114","AL-HARAMAIN: THE NETHERLANDS BRANCH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain%3A-the-netherlands-branch","30 October 2009"
"QDe.115","AL-QAIDA IN IRAQ","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-qaida-in-iraq","28 March 2011"
"QDe.116","AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-haramain-foundation-%28union-of-the-comoros%29","30 October 2009"
"QDe.118","LASHKAR-E-TAYYIBA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/lashkar-e-tayyiba","23 August 2010"
"QDe.119","ISLAMIC JIHAD GROUP","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/islamic-jihad-group","07 September 2010"
"QDe.121","AL-AKHTAR TRUST INTERNATIONAL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-akhtar-trust-international","06 April 2009"
"QDe.128","RAJAH SOLAIMAN MOVEMENT","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/rajah-solaiman-movement","07 May 2009"
"QDe.129","AL-QAIDA IN THE ARABIAN PENINSULA (AQAP)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-qaida-in-the-arabian-peninsula-%28aqap%29","19 January 2010"
"QDe.130","HARAKAT-UL JIHAD ISLAMI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/harakat-ul-jihad-islami","06 August 2010"
"QDe.131","EMARAT KAVKAZ","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/emarat-kavkaz","29 July 2011"
"QDe.132","TEHRIK-E TALIBAN PAKISTAN (TTP)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/tehrik-e-taliban-pakistan-%28ttp%29","29 July 2011"
"QDe.133","JEMMAH ANSHORUT TAUHID (JAT)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jemmah-anshorut-tauhid","12 March 2012"
"QDe.134","MOUVEMENT POUR L’UNIFICATION ET LE JIHAD EN AFRIQUE DE L’OUEST (MUJAO)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/mouvement-pour-l%E2%80%99unification-et-le-jihad-en","05 December 2012"
"QDe.135","ANSAR EDDINE","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ansar-eddine","20 March 2013"
"QDe.136","MUHAMMAD JAMAL NETWORK (MJN)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/muhammad-jamal-network-%28mjn%29","21 October 2013"
"QDe.137","AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-nusrah-front-for-the-people-of-the-levant","14 May 2014"
"QDe.138","JAMA'ATU AHLIS-SUNNA LIDDA'AWATI WAL-JIHAD (BOKO HARAM)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jama%27atu-ahlis-sunna-lidda%27awati-wal-jihad-%28boko","22 May 2014"
"QDe.139","AL MOUAKAOUNE BIDDAM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-mouakaoune-biddam","02 June 2014"
"QDe.140","AL MOULATHAMOUN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-moulathamoun","02 June 2014"
"QDe.141","AL MOURABITOUN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-mourabitoun","02 June 2014"
"QDe.142","ANSARUL MUSLIMINA FI BILADIS-SUDAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ansarul-muslimina-fi-biladis-sudan","26 June 2014"
"QDe.143","ANSAR AL-SHARI’A IN TUNISIA (AAS-T)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ansar-al-shari%E2%80%99a-in-tunisia-%28aas-t%29","23 September 2014"
"QDe.144","ABDALLAH AZZAM BRIGADES (AAB)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/abdallah-azzam-brigades-%28aab%29","23 September 2014"
"QDe.145","ANSAR AL CHARIA DERNA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ansar-al-charia-derna","19 November 2014"
"QDe.146","ANSAR AL CHARIA BENGHAZI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/ansar-al-charia-benghazi","19 November 2014"
"QDe.147","HILAL AHMAR SOCIETY INDONESIA (HASI)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/hilal-ahmar-society-indonesia-%28hasi%29","13 March 2015"
"QDe.148","THE ARMY OF MIGRANTS AND SUPPORTERS","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/the-army-of-migrants-and-supporters","06 August 2015"
"QDe.149","Harakat Sham al-Islam","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/harakat-sham-al-islam","29 February 2016"
"QDe.150","Mujahidin Indonesian Timur (MIT)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/mujahidin-indonesian-timur-%28mit%29","29 September 2015"
"QDe.151","JUND AL-KHILAFAH IN ALGERIA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jund-al-khilafah-in-algeria","29 September 2015"
"QDe.152","Jamaat-ul-Ahrar (JuA)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jamaat-ul-ahrar-%28jua%29","06 July 2017"
"QDe.153","HANIFA MONEY EXCHANGE OFFICE (BRANCH LOCATED IN ALBU KAMAL, SYRIAN ARAB REPUBLIC)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/hanifa-money-exchange-office-%28branch-located-in","20 July 2017"
"QDe.154","SELSELAT AL-THAHAB","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/selselat-al-thahab","20 July 2017"
"QDe.155","JAYSH KHALID IBN AL WALEED","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jaysh-khalid-ibn-al-waleed","20 July 2017"
"QDe.156","JUND AL AQSA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/jund-al-aqsa","20 July 2017"
"QDe.157","AL-KAWTHAR MONEY EXCHANGE","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/al-kawthar-money-exchange","06 March 2018"
"QDe.158","KHATIBA IMAM AL-BUKHARI (KIB)","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/khatiba-imam-al-bukhari-%28kib%29","29 March 2018"
"QDe.159","Jama'a Nusrat ul-Islam wa al-Muslimin (JNIM)","https://www.un.org/securitycouncil/content/jamaa-nusrat-ul-islam-wa-al-muslimin-jnim","04 October 2018"
"QDe.160","Tariq Gidar Group (TGG)","https://www.un.org/securitycouncil/content/tariq-gidar-group-tgg","22 March 2019"
"QDe.161","The Islamic State of Iraq and the Levant - Khorasan (ISIL - K)","https://www.un.org/securitycouncil/content/islamic-state-iraq-and-levant-khorasan-isil-k","14 May 2019"
"QDe.162","Islamic State West Africa Province (ISWAP)","https://www.un.org/securitycouncil/content/islamic-state-west-africa-province-iswap-0","23 February 2020"
"QDe.163","ISLAMIC STATE IN THE GREATER SAHARA (ISGS)","https://www.un.org/securitycouncil/content/islamic-state-greater-sahara-isgs","23 February 2020"
"QDe.164","Jamaah Ansharut Daulah","https://www.un.org/securitycouncil/content/jamaah-ansharut-daulah","04 March 2020"
"QDe.165","Islamic State in Iraq and the Levant - Libya","https://www.un.org/securitycouncil/content/islamic-state-iraq-and-levant-libya","04 March 2020"
"QDe.166","Islamic State in Iraq and the Levant - Yemen","https://www.un.org/securitycouncil/content/islamic-state-iraq-and-levant-yemen","04 March 2020"
"QDe.167","Jund al-Khilafah in Tunisia","https://www.un.org/securitycouncil/content/jund-al-khilafah-tunisia","30 December 2021"
"QDe.168","KHATIBA AL-TAWHID WAL-JIHAD (KTJ)","https://www.un.org/securitycouncil/content/khatiba-al-tawhid-wal-jihad-ktj","07 March 2022"
"QDe.169","Islamic State In Iraq And the Levant In South-East Asia (ISIL-SEA, ISIL-South East Asia)","https://www.un.org/securitycouncil/content/islamic-state-iraq-and-levant-south-east-asia-isil-sea-isil-south-east-asia","27 January 2023"
"QDi.001","MOHAMMED SALAHALDIN AND EL HALIM ZIDANE","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/sayf-al-adl","07 September 2010"
"QDi.002","AMIN MUHAMMAD UL HAQ SAAM KHAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/amin-muhammad-ul-haq-saam-khan","10 January 2011"
"QDi.003","SALIM AHMAD SALIM HAMDAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-ahmad-salim-hamdan","07 September 2010"
"QDi.006","AIMAN MUHAMMED RABI AL-ZAWAHIRI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aiman-muhammed-rabi-al-zawahiri","10 January 2011"
"QDi.009","BILAL BIN MARWAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/bilal-bin-marwan","28 March 2011"
"QDi.012","NASHWAN ABD AL-RAZZAQ ABD AL-BAQI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/nashwan-abd-al-razzaq-abd-al-baqi","10 January 2011"
"QDi.014","TARIQ ANWAR EL SAYED AHMED","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tariq-anwar-el-sayed-ahmed","28 March 2011"
"QDi.015","MAHFOUZ OULD AL-WALID","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mahfouz-ould-al-walid","08 July 2009"
"QDi.017","THARWAT SALAH SHIHATA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tharwat-salah-shihata","10 January 2011"
"QDi.018","ABDUL MANAN AGHA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-manan-agha","10 January 2011"
"QDi.019","ABDULLAH AHMED ABDULLAH EL ALFI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdullah-ahmed-abdullah-el-alfi","10 January 2011"
"QDi.020","MOHAMMAD HAMDI MOHAMMAD SADIQ AL-AHDAL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammad-hamdi-mohammad-sadiq-al-ahdal","10 January 2011"
"QDi.028","AHMED KHALFAN GHAILANI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ahmed-khalfan-ghailani","07 September 2010"
"QDi.029","RI’AD MUHAMMAD HASAN MUHAMMAD HIJAZI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ri%E2%80%99ad-muhammad-hasan-muhammad-hijazi","07 September 2010"
"QDi.031","OMAR MAHMOUD UTHMAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/omar-mahmoud-uthman","09 March 2009"
"QDi.037","ABDUL RAHMAN YASIN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-rahman-yasin","07 September 2010"
"QDi.042","HASSAN DAHIR AWEYS","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hassan-dahir-aweys","28 March 2011"
"QDi.054","MAJEED ABDUL CHAUDHRY","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/majeed-abdul-chaudhry","07 September 2010"
"QDi.055","MAHMOOD SULTAN BASHIR-UD-DIN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mahmood-sultan-bashir-ud-din","07 September 2010"
"QDi.056","MOHAMMED TUFAIL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-tufail","07 September 2010"
"QDi.057","IBRAHIM ALI ABU BAKR TANTOUSH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-ali-abu-bakr-tantoush","28 March 2011"
"QDi.058","BOUBEKEUR BOULGHITI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-bakr-al-jaziri","08 July 2009"
